,NEU_prg,pert_drug,targets,dose
CPC012_NEU_24H:BRD-K04188046-003-01-4:10,-1.9098943761132288,BRD-K04188046,,10 uM
CPC012_NEU_24H:BRD-K04534322-001-01-8:10,-1.5564052667419808,BRD-K04534322,,10 uM
CPC012_NEU_24H:BRD-K05114711-001-01-7:10,0.8758007272234506,RAN-27,,10 uM
CPC012_NEU_24H:BRD-K05396879-001-02-6:10,-0.8177699715603195,BRD-K05396879,,10 uM
CPC012_NEU_24H:BRD-K05542495-001-01-1:10,-0.1250251844575121,BRD-K05542495,,10 uM
CPC012_NEU_24H:BRD-K05562558-001-01-3:10,-0.025851242565711596,BRD-K05562558,,10 uM
CPC012_NEU_24H:BRD-K05775306-003-01-2:10,0.5783010333988483,BRD-K05775306,,10 uM
CPC012_NEU_24H:BRD-K06020002-001-01-3:10,-1.8697952071049322,BRD-K06020002,,10 uM
CPC012_NEU_24H:BRD-K06191433-001-01-1:10,-0.04858700740287086,BAS-00594560,,10 uM
CPC012_NEU_24H:BRD-K06652922-001-01-0:10,-0.2562624652598067,BRD-K06652922,,10 uM
CPC012_NEU_24H:BRD-K06800040-001-01-2:10,-0.4984463105691163,BRD-K06800040,,10 uM
CPC012_NEU_24H:BRD-K07023879-001-01-6:10,-1.1505309509397539,BRD-K07023879,,10 uM
CPC012_NEU_24H:BRD-K07403598-001-01-0:10,0.14157714941007216,CAY-10470,"NFKB1, TNF",10 uM
CPC012_NEU_24H:BRD-K07850148-001-01-7:10,0.0224989395421466,BRD-K07850148,,10 uM
CPC012_NEU_24H:BRD-K08307026-001-01-4:10,-1.0001674057300987,BRD-K08307026,,10 uM
CPC012_NEU_24H:BRD-K08630646-001-01-9:10,0.6864541476464026,BRD-K08630646,,10 uM
CPC012_NEU_24H:BRD-K09661167-001-06-1:10,0.09076793956766235,BRD-K09661167,,10 uM
CPC012_NEU_24H:BRD-K09977233-001-01-2:10,-0.07410656799614113,BRD-K09977233,,10 uM
CPC012_NEU_24H:BRD-K09997269-001-01-7:10,-0.5579577919799775,BRD-K09997269,,10 uM
CPC012_NEU_24H:BRD-K10010115-001-01-2:10,-0.23207253001870645,BRD-K10010115,,10 uM
CPC012_NEU_24H:BRD-K10484463-001-06-6:10,-0.006308931038776278,BRD-K10484463,,10 uM
CPC012_NEU_24H:BRD-K10554164-001-01-9:10,0.15512933667544154,BRD-K10554164,,10 uM
CPC012_NEU_24H:BRD-K10573841-001-01-0:10,0.18142038925203374,tunicamycin,GNPTAB,10 uM
CPC012_NEU_24H:BRD-K10609180-001-01-1:10,-0.9655686580945675,BRD-K10609180,,10 uM
CPC012_NEU_24H:BRD-K11181277-001-01-4:10,-0.10548706915072165,BRD-K11181277,,10 uM
CPC012_NEU_24H:BRD-K11362964-001-01-8:10,0.08990586293936886,BRD-K11362964,,10 uM
CPC012_NEU_24H:BRD-K11758216-001-01-3:10,-0.8422304395995878,RAN-03,,10 uM
CPC012_NEU_24H:BRD-K11841836-001-01-7:10,-1.1815426422244943,BRD-K11841836,,10 uM
CPC012_NEU_24H:BRD-K11883928-001-01-8:10,-0.3770778414076208,BRD-K11883928,,10 uM
CPC012_NEU_24H:BRD-K11981252-001-01-6:10,-0.04385189088586016,BRD-K11981252,,10 uM
CPC012_NEU_24H:BRD-K11987803-001-01-7:10,-0.028412162746646152,BRD-K11987803,,10 uM
CPC012_NEU_24H:BRD-K12168891-001-05-7:10,-0.6277644226101298,BRD-K12168891,,10 uM
CPC012_NEU_24H:BRD-K12238169-001-01-2:10,-1.6452323487187752,BRD-K12238169,,10 uM
CPC012_NEU_24H:BRD-K12621773-001-01-7:10,-0.30707526365103244,BRD-K12621773,,10 uM
CPC012_NEU_24H:BRD-K13794505-001-01-6:10,-0.8086436370583274,BRD-K13794505,,10 uM
CPC012_NEU_24H:BRD-K13810148-001-02-1:10,-0.005011465843757362,givinostat,HDAC2,10 uM
CPC012_NEU_24H:BRD-K14191038-001-03-6:10,0.3734725105909309,JFD02227,,10 uM
CPC012_NEU_24H:BRD-K14316227-001-01-4:10,0.026204208285479258,BRD-K14316227,,10 uM
CPC012_NEU_24H:BRD-K14550461-001-01-3:10,-1.487501302172425,doxercalciferol,VDR,10 uM
CPC012_NEU_24H:BRD-K14704318-001-01-1:10,0.40259295826230107,BRD-K14704318,,10 uM
CPC012_NEU_24H:BRD-K14790374-001-01-1:10,0.7957814779578529,BRD-K14790374,,10 uM
CPC012_NEU_24H:BRD-K14842454-001-01-3:10,0.48032037446850245,BRD-K14842454,,10 uM
CPC012_NEU_24H:BRD-K15250199-001-05-9:10,0.038051168680053093,BRD-K15250199,,10 uM
CPC012_NEU_24H:BRD-K15402119-001-01-2:10,0.723654924248661,huperzine-a,ACHE,10 uM
CPC012_NEU_24H:BRD-K15419449-001-01-7:10,-0.030706703119617984,I-303059,,10 uM
CPC012_NEU_24H:BRD-K15475572-001-01-8:10,-0.25345263176311955,BRD-K15475572,,10 uM
CPC012_NEU_24H:BRD-K16051505-001-01-8:10,-0.28220852835927757,BRD-K16051505,,10 uM
CPC012_NEU_24H:BRD-K16234721-001-02-6:10,-0.38029995676293094,ARG-CSC2-23,,10 uM
CPC012_NEU_24H:BRD-K16290432-001-01-0:10,-0.4284484393774397,BRD-K16290432,,10 uM
CPC012_NEU_24H:BRD-K16309743-001-01-2:10,0.1698399975439821,BRD-K16309743,,10 uM
CPC012_NEU_24H:BRD-K16346331-001-01-2:10,0.5897124534025997,BRD-K16346331,,10 uM
CPC012_NEU_24H:BRD-K17119186-001-01-8:10,-0.7981430835022636,BAS-00535043,,10 uM
CPC012_NEU_24H:BRD-K17628612-001-01-2:10,-0.9092152396438815,BRD-K17628612,,10 uM
CPC012_NEU_24H:BRD-K18025010-001-01-8:10,-0.5161102063255332,MW-A1-18,,10 uM
CPC012_NEU_24H:BRD-K18074178-001-01-4:10,-0.8196964244735772,BRD-K18074178,,10 uM
CPC012_NEU_24H:BRD-K18739469-001-01-0:10,-0.1341260001029122,BRD-K18739469,,10 uM
CPC012_NEU_24H:BRD-K18855837-046-01-4:10,-0.7951202136627062,varenicline,CHRNA4,10 uM
CPC012_NEU_24H:BRD-K18964980-001-01-4:10,0.4238874694279574,TUL-XX025TFA,,10 uM
CPC012_NEU_24H:BRD-K19049172-001-01-1:10,0.5223724403353187,ST-4070043,,10 uM
CPC012_NEU_24H:BRD-K19146323-001-01-3:10,0.32831702356687953,STK-661558,,10 uM
CPC012_NEU_24H:BRD-K19300944-001-01-5:10,-0.6996437288352938,MW-STK33-2C,,10 uM
CPC012_NEU_24H:BRD-K19624190-001-01-9:10,0.27740494530274895,BRD-K19624190,,10 uM
CPC012_NEU_24H:BRD-K19875179-001-01-2:10,-0.7321251393461038,BRD-K19875179,,10 uM
CPC012_NEU_24H:BRD-K21005091-001-03-3:10,0.28136154305948047,BRD-K21005091,,10 uM
CPC012_NEU_24H:BRD-K21165668-001-01-2:10,-0.7197632657721955,BRD-K21165668,,10 uM
CPC012_NEU_24H:BRD-K21672423-001-01-3:10,-0.3428574599225432,BRD-K21672423,,10 uM
CPC012_NEU_24H:BRD-K21788104-001-04-7:10,-0.8926938398067753,BRD-K21788104,,10 uM
CPC012_NEU_24H:BRD-K21971034-001-01-0:10,0.19016007717826477,OM-137,,10 uM
CPC012_NEU_24H:BRD-K22129929-001-03-8:10,-0.9590750282582015,BRD-K22129929,,10 uM
CPC012_NEU_24H:BRD-K22828860-001-01-0:10,-0.4131368275188008,BRD-K22828860,,10 uM
CPC012_NEU_24H:BRD-K22828899-001-01-5:10,0.30546372726648624,TUL-XXI039,,10 uM
CPC012_NEU_24H:BRD-K23313025-001-01-4:10,-0.12666065437564908,BRD-K23313025,,10 uM
CPC012_NEU_24H:BRD-K23353440-001-01-7:10,-1.2222856591414606,TMI-15,,10 uM
CPC012_NEU_24H:BRD-K24031526-001-01-5:10,0.4386480732861483,BRD-K24031526,,10 uM
CPC012_NEU_24H:BRD-K25070860-001-01-6:10,0.6393676045082897,BRD-K25070860,,10 uM
CPC012_NEU_24H:BRD-K25375605-001-01-9:10,-0.17816438880862595,BRD-K25375605,,10 uM
CPC012_NEU_24H:BRD-K25731886-001-01-3:10,1.3498038702195374,BRD-K25731886,,10 uM
CPC012_NEU_24H:BRD-K25774147-001-01-8:10,-1.4929147213008624,BRD-K25774147,,10 uM
CPC012_NEU_24H:BRD-K26257340-001-02-6:10,0.6148885947154373,BRD-K26257340,,10 uM
CPC012_NEU_24H:BRD-K26818574-001-03-0:10,-0.15421264395616643,BIX-01294,EHMT2,10 uM
CPC012_NEU_24H:BRD-K26863634-001-02-6:10,0.8042595729057969,BIX-01338,,10 uM
CPC012_NEU_24H:BRD-K27170250-001-01-0:10,-0.23293306664963345,BRD-K27170250,,10 uM
CPC012_NEU_24H:BRD-K27881911-001-01-3:10,1.0224623524599483,BRD-K27881911,,10 uM
CPC012_NEU_24H:BRD-K28610502-001-01-0:10,0.1523250239355371,RAN-05,,10 uM
CPC012_NEU_24H:BRD-K29003210-001-06-9:10,0.05822779966274556,BRD-K29003210,,10 uM
CPC012_NEU_24H:BRD-K29345712-001-01-8:10,-0.6362275372830383,BRD-K29345712,,10 uM
CPC012_NEU_24H:BRD-K29715937-001-02-9:10,-0.9111621656246663,BRD-K29715937,,10 uM
CPC012_NEU_24H:BRD-K30194621-001-01-7:10,-0.17392550175757915,BRD-K30194621,,10 uM
CPC012_NEU_24H:BRD-K30381304-001-06-3:10,-0.48907221895483427,BRD-K30381304,,10 uM
CPC012_NEU_24H:BRD-K30640165-001-01-1:10,1.6673104115104587,BRD-K30640165,,10 uM
CPC012_NEU_24H:BRD-K30958640-001-01-2:10,0.311787172139315,BRD-K30958640,,10 uM
CPC012_NEU_24H:BRD-K30993697-001-01-1:10,-0.9816152965037312,BRD-K30993697,,10 uM
CPC012_NEU_24H:BRD-K31553917-001-01-6:10,-0.24959927735312615,BRD-K31553917,,10 uM
CPC012_NEU_24H:BRD-K31851742-001-01-5:10,0.07032077978283932,BRD-K31851742,,10 uM
CPC012_NEU_24H:BRD-K32010074-001-01-5:10,0.07786077309455527,MW-A1-14,,10 uM
CPC012_NEU_24H:BRD-K32485462-001-01-9:10,0.3095817636802667,BRD-K32485462,,10 uM
CPC012_NEU_24H:BRD-K32502880-001-01-5:10,-0.4876447298757631,ST-013960,,10 uM
CPC012_NEU_24H:BRD-K32896438-001-01-8:10,2.092496328164384,BRD-K32896438,,10 uM
CPC012_NEU_24H:BRD-K32949592-001-01-7:10,0.02641299612471462,BRD-K32949592,,10 uM
CPC012_NEU_24H:BRD-K33392208-001-01-5:10,1.2496767889938327,BRD-K33392208,,10 uM
CPC012_NEU_24H:BRD-K33676730-001-01-8:10,0.05263096981935772,BRD-K33676730,,10 uM
CPC012_NEU_24H:BRD-K34966483-001-06-0:10,0.32578112577386603,MW-STK33-3A,,10 uM
CPC012_NEU_24H:BRD-K35004659-001-01-8:10,0.5900584818291635,BRD-K35004659,,10 uM
CPC012_NEU_24H:BRD-K35483542-001-03-1:10,-0.12369123661269754,alitretinoin,"RARA, RARB, RARG, RXRA, RXRB, RXRG",10 uM
CPC012_NEU_24H:BRD-K35568648-001-01-6:10,0.34758805202054954,BRD-K35568648,,10 uM
CPC012_NEU_24H:BRD-K36031023-001-01-9:10,-0.5112277550133544,BRD-K36031023,,10 uM
CPC012_NEU_24H:BRD-K36087356-001-01-8:10,0.32173339248211164,BRD-K36087356,,10 uM
CPC012_NEU_24H:BRD-K36267058-001-04-1:10,-0.23369065550480853,BAS-02859604,,10 uM
CPC012_NEU_24H:BRD-K36767861-001-01-3:10,-0.7071837043534107,BRD-K36767861,,10 uM
CPC012_NEU_24H:BRD-K36977165-001-01-1:10,-0.20377946624975876,RAN-14A,,10 uM
CPC012_NEU_24H:BRD-K37618507-001-01-7:10,-0.804834468289021,BRD-K37618507,,10 uM
CPC012_NEU_24H:BRD-K37727696-001-01-7:10,-1.2977374344803603,BRD-K37727696,,10 uM
CPC012_NEU_24H:BRD-K37762845-001-01-4:10,1.0405957477410812,BRD-K37762845,,10 uM
CPC012_NEU_24H:BRD-K37852224-001-01-4:10,-0.08332504085060788,BRD-K37852224,,10 uM
CPC012_NEU_24H:BRD-K38012662-001-05-4:10,-0.885982336939809,BRD-K38012662,,10 uM
CPC012_NEU_24H:BRD-K38205437-001-01-7:10,-0.3423723198356025,BRD-K38205437,,10 uM
CPC012_NEU_24H:BRD-K38519699-001-01-4:10,-0.48313108035874996,BRD-K38519699,,10 uM
CPC012_NEU_24H:BRD-K38690464-001-01-6:10,-0.9247249171905334,BRD-K38690464,,10 uM
CPC012_NEU_24H:BRD-K39687892-001-05-4:10,-1.4991760213112437,BRD-K39687892,,10 uM
CPC012_NEU_24H:BRD-K40087974-001-05-5:10,0.6297726668696574,BRD-K40087974,,10 uM
CPC012_NEU_24H:BRD-K40094191-001-01-7:10,-0.4737441642488708,BRD-K40094191,,10 uM
CPC012_NEU_24H:BRD-K41220170-236-01-4:10,-0.36192125942829373,BRD-K41220170,,10 uM
CPC012_NEU_24H:BRD-K41227865-001-01-7:10,0.7705878002375207,ST-4039884,,10 uM
CPC012_NEU_24H:BRD-K41429297-001-01-7:10,-0.2934885035780876,BRD-K41429297,,10 uM
CPC012_NEU_24H:BRD-K41652870-001-01-9:10,-0.720287510915627,BRD-K41652870,,10 uM
CPC012_NEU_24H:BRD-K41924482-001-01-2:10,0.5791637259191375,BRD-K41924482,,10 uM
CPC012_NEU_24H:BRD-K42091312-001-01-5:10,0.9578787120764847,BRD-K42091312,,10 uM
CPC012_NEU_24H:BRD-K42308740-001-01-5:10,-1.3247776113623357,ST-056792,,10 uM
CPC012_NEU_24H:BRD-K42568865-001-01-3:10,-0.7888745012980933,BRD-K42568865,,10 uM
CPC012_NEU_24H:BRD-K42834456-001-01-4:10,0.19675886987907243,ST-012015,,10 uM
CPC012_NEU_24H:BRD-K43069600-001-01-1:10,-0.2935225604466992,BRD-K43069600,,10 uM
CPC012_NEU_24H:BRD-K44432556-001-01-4:10,-1.8569746486224652,VU-0418946-1,HIF1A,10 uM
CPC012_NEU_24H:BRD-K44494044-001-01-4:10,-0.8112205650496541,BRD-K44494044,,10 uM
CPC012_NEU_24H:BRD-K44890999-001-01-8:10,-0.2979106631835949,BRD-K44890999,,10 uM
CPC012_NEU_24H:BRD-K44893543-001-01-3:10,-0.41361158040979984,BRD-K44893543,,10 uM
CPC012_NEU_24H:BRD-K45842176-001-01-3:10,-3.5007982319801014,BRD-K45842176,,10 uM
CPC012_NEU_24H:BRD-K47703442-001-01-3:10,-1.1482466815521846,BRD-K47703442,,10 uM
CPC012_NEU_24H:BRD-K47709646-001-01-4:10,0.9935084755657639,BRD-K47709646,,10 uM
CPC012_NEU_24H:BRD-K47761761-050-04-5:10,-0.006794626348333249,PD-168077,,10 uM
CPC012_NEU_24H:BRD-K47825575-001-01-3:10,-0.04388314605268798,BRD-K47825575,,10 uM
CPC012_NEU_24H:BRD-K48823327-001-01-8:10,-0.467345832131876,BRD-K48823327,,10 uM
CPC012_NEU_24H:BRD-K48924007-004-01-5:10,-0.5512393247460847,BRD-K48924007,,10 uM
CPC012_NEU_24H:BRD-K48935217-001-01-3:10,0.769295373908209,epothilone,TUBB,10 uM
CPC012_NEU_24H:BRD-K49372556-001-01-7:10,0.8163538875919805,mofezolac,,10 uM
CPC012_NEU_24H:BRD-K49403449-001-01-1:10,0.18484418919079856,BRD-K49403449,,10 uM
CPC012_NEU_24H:BRD-K49807497-001-01-4:10,-1.3997630590682355,BRD-K49807497,,10 uM
CPC012_NEU_24H:BRD-K50368246-001-01-7:10,-1.01957906990444,BRD-K50368246,,10 uM
CPC012_NEU_24H:BRD-K50493736-001-01-0:10,-0.23357516800287723,RAN-02,,10 uM
CPC012_NEU_24H:BRD-K50659736-001-01-6:10,-1.6133817411456517,BRD-K50659736,,10 uM
CPC012_NEU_24H:BRD-K51791390-001-01-3:10,-0.07527590897686076,BRD-K51791390,,10 uM
CPC012_NEU_24H:BRD-K51941867-001-01-8:10,-0.33887854541291945,LM-1685,PTGS2,10 uM
CPC012_NEU_24H:BRD-K52099002-001-01-0:10,-0.14293023220313428,BRD-K52099002,,10 uM
CPC012_NEU_24H:BRD-K52831896-001-01-5:10,-0.24142290089276908,BRD-K52831896,,10 uM
CPC012_NEU_24H:BRD-K53472085-001-01-8:10,-0.30264306692148424,BRD-K53472085,,10 uM
CPC012_NEU_24H:BRD-K53816294-001-01-3:10,-0.6288918179859395,BRD-K53816294,,10 uM
CPC012_NEU_24H:BRD-K54822214-001-01-7:10,-0.5302663677386764,BRD-K54822214,,10 uM
CPC012_NEU_24H:BRD-K54987996-001-01-2:10,-0.2303415038728422,CAY-10578,,10 uM
CPC012_NEU_24H:BRD-K55591206-001-07-4:10,0.3505118083486669,BRD-K55591206,,10 uM
CPC012_NEU_24H:BRD-K55630727-001-01-3:10,-0.9732493066212049,BRD-K55630727,,10 uM
CPC012_NEU_24H:BRD-K55715339-001-01-2:10,0.6212557294402384,BRD-K55715339,,10 uM
CPC012_NEU_24H:BRD-K55996963-001-01-1:10,0.3164322488711177,BRD-K55996963,,10 uM
CPC012_NEU_24H:BRD-K56001384-001-03-6:10,-0.2391701906791904,antimycin-a,CYCS,10 uM
CPC012_NEU_24H:BRD-K56196992-001-01-2:10,-1.0880811786156386,BRD-K56196992,,10 uM
CPC012_NEU_24H:BRD-K56392985-001-01-6:10,-0.016789074223578837,BRD-K56392985,,10 uM
CPC012_NEU_24H:BRD-K56518176-001-01-5:10,-0.3005213922299636,BRD-K56518176,,10 uM
CPC012_NEU_24H:BRD-K56596360-001-01-7:10,0.06521631834360853,BRD-K56596360,,10 uM
CPC012_NEU_24H:BRD-K56653679-001-01-2:10,0.16288957792283096,MD-041,,10 uM
CPC012_NEU_24H:BRD-K58070753-001-01-6:10,0.2962535080734764,BRD-K58070753,,10 uM
CPC012_NEU_24H:BRD-K58279162-001-01-8:10,0.9014402868714494,BRD-K58279162,,10 uM
CPC012_NEU_24H:BRD-K58499478-001-01-1:10,-0.14241951170456424,SPB02137,,10 uM
CPC012_NEU_24H:BRD-K58972465-001-01-2:10,-0.9202257508457903,BRD-K58972465,,10 uM
CPC012_NEU_24H:BRD-K59488055-001-01-4:10,-1.456148642201062,BRD-K59488055,,10 uM
CPC012_NEU_24H:BRD-K59980915-001-01-0:10,-0.3123092933915178,BRD-K59980915,,10 uM
CPC012_NEU_24H:BRD-K61529775-001-01-0:10,0.44349418914549893,BRD-K61529775,,10 uM
CPC012_NEU_24H:BRD-K61717269-001-01-4:10,-1.1235923972111836,BRD-K61717269,,10 uM
CPC012_NEU_24H:BRD-K61776140-001-01-5:10,0.6143594441104103,BRD-K61776140,,10 uM
CPC012_NEU_24H:BRD-K62169556-001-01-9:10,-0.38364500635227533,BRD-K62169556,,10 uM
CPC012_NEU_24H:BRD-K62459624-001-08-7:10,0.10501004633875521,BRD-K62459624,,10 uM
CPC012_NEU_24H:BRD-K62683350-001-06-6:10,0.8550091354086334,MW-STK33-4A,,10 uM
CPC012_NEU_24H:BRD-K62748479-001-01-4:10,1.0261677435670584,BRD-K62748479,,10 uM
CPC012_NEU_24H:BRD-K63175663-001-01-5:10,-0.7201975746770503,BRD-K63175663,,10 uM
CPC012_NEU_24H:BRD-K63220166-001-01-1:10,0.7222702584412669,BRD-K63220166,,10 uM
CPC012_NEU_24H:BRD-K63245238-001-01-2:10,0.9340594972388313,BRD-K63245238,,10 uM
CPC012_NEU_24H:BRD-K63511615-001-01-0:10,0.5272157799846492,SJB-AF-2,,10 uM
CPC012_NEU_24H:BRD-K63954456-001-01-4:10,0.15648388054701173,BRD-K63954456,MIF,10 uM
CPC012_NEU_24H:BRD-K64058329-001-01-8:10,0.15402270712178462,BRD-K64058329,,10 uM
CPC012_NEU_24H:BRD-K64310881-001-06-2:10,0.6082625087861518,MW-STK33-3B,,10 uM
CPC012_NEU_24H:BRD-K64885524-001-01-7:10,-8.263913913253429e-05,BRD-K64885524,,10 uM
CPC012_NEU_24H:BRD-K64985742-001-01-1:10,-0.641235287437192,BRD-K64985742,,10 uM
CPC012_NEU_24H:BRD-K65050353-001-01-3:10,-0.6890973903019151,BRD-K65050353,,10 uM
CPC012_NEU_24H:BRD-K66224104-001-01-5:10,-0.9459581321450018,BRD-K66224104,,10 uM
CPC012_NEU_24H:BRD-K66381707-001-01-4:10,-1.4889868887558189,BRD-K66381707,,10 uM
CPC012_NEU_24H:BRD-K66426634-001-01-5:10,-0.5221362719310688,BRD-K66426634,,10 uM
CPC012_NEU_24H:BRD-K68191033-001-01-0:10,0.2616998035204311,BRD-K68191033,,10 uM
CPC012_NEU_24H:BRD-K68202742-001-06-6:10,-1.70948489802185,BRD-K68202742,,10 uM
CPC012_NEU_24H:BRD-K68535470-001-01-8:10,0.05417710478301599,STK-222600,,10 uM
CPC012_NEU_24H:BRD-K68588778-001-05-7:10,-0.42363584077297856,BRD-K68588778,,10 uM
CPC012_NEU_24H:BRD-K69003436-001-01-9:10,0.004268300178937513,BRD-K69003436,,10 uM
CPC012_NEU_24H:BRD-K69406317-001-01-8:10,-0.08464509280839563,BRD-K69406317,,10 uM
CPC012_NEU_24H:BRD-K69496360-001-01-5:10,-0.9708779562817532,BRD-K69496360,,10 uM
CPC012_NEU_24H:BRD-K69501658-001-01-3:10,0.4525657742053124,BRD-K69501658,,10 uM
CPC012_NEU_24H:BRD-K69888333-001-01-7:10,0.08556106796776719,BRD-K69888333,,10 uM
CPC012_NEU_24H:BRD-K70524666-001-01-2:10,-0.4571166232473652,BRD-K70524666,,10 uM
CPC012_NEU_24H:BRD-K70771662-001-01-3:10,0.12478816834434656,BRD-K70771662,,10 uM
CPC012_NEU_24H:BRD-K70891562-001-01-0:10,0.19117452161487597,BRD-K70891562,,10 uM
CPC012_NEU_24H:BRD-K70947604-001-01-0:10,-0.17545897659518594,BRD-K70947604,,10 uM
CPC012_NEU_24H:BRD-K70960308-003-01-8:10,0.11000306052852593,BRD-K70960308,,10 uM
CPC012_NEU_24H:BRD-K71292008-001-01-2:10,0.7592442909619233,BRD-K71292008,,10 uM
CPC012_NEU_24H:BRD-K71574320-300-01-0:10,-0.3111473201788054,BRD-K71574320,,10 uM
CPC012_NEU_24H:BRD-K71935468-001-01-9:10,-0.7104309597248369,BRD-K71935468,,10 uM
CPC012_NEU_24H:BRD-K72161580-001-01-4:10,-0.46951331776802324,DY-44,,10 uM
CPC012_NEU_24H:BRD-K72238567-001-12-4:10,-3.8141294046785243,fludarabine,RRM1,10 uM
CPC012_NEU_24H:BRD-K72264770-001-02-4:10,-0.05923031653693239,QW-BI-011,EHMT2,10 uM
CPC012_NEU_24H:BRD-K72429558-001-01-3:10,0.3206304457953758,BRD-K72429558,,10 uM
CPC012_NEU_24H:BRD-K72505034-001-01-4:10,1.1683457704657552,BRD-K72505034,,10 uM
CPC012_NEU_24H:BRD-K72615639-001-01-0:10,-1.726673437141659,BRD-K72615639,,10 uM
CPC012_NEU_24H:BRD-K73155123-001-01-9:10,-1.0398053039999533,BRD-K73155123,,10 uM
CPC012_NEU_24H:BRD-K73238422-001-01-1:10,-1.0827218129486589,BRD-K73238422,,10 uM
CPC012_NEU_24H:BRD-K73418978-001-01-7:10,0.12863176204018373,BRD-K73418978,,10 uM
CPC012_NEU_24H:BRD-K73888531-001-01-1:10,-0.9245944065394393,BRD-K73888531,,10 uM
CPC012_NEU_24H:BRD-K74710236-001-02-2:10,0.19495369845754817,VU-0410183-2,,10 uM
CPC012_NEU_24H:BRD-K74711637-001-01-7:10,-0.7171171110089996,BRD-K74711637,,10 uM
CPC012_NEU_24H:BRD-K74761218-001-03-5:10,-0.49593983153264776,WT-171,HDAC6,10 uM
CPC012_NEU_24H:BRD-K74797618-001-01-9:10,-1.909586393670703,MD-049,,10 uM
CPC012_NEU_24H:BRD-K75128590-001-01-8:10,-0.9570339033713483,BRD-K75128590,,10 uM
CPC012_NEU_24H:BRD-K75329208-001-01-6:10,0.18718144025334826,BRD-K75329208,,10 uM
CPC012_NEU_24H:BRD-K75458636-001-01-5:10,-0.302981643630269,BRD-K75458636,,10 uM
CPC012_NEU_24H:BRD-K75903201-001-05-6:10,0.42702500967001533,BRD-K75903201,,10 uM
CPC012_NEU_24H:BRD-K76052538-001-01-4:10,-0.26729659797205335,BRD-K76052538,,10 uM
CPC012_NEU_24H:BRD-K76425827-001-01-2:10,1.1827732173126795,BRD-K76425827,,10 uM
CPC012_NEU_24H:BRD-K76882924-001-01-6:10,-0.038730876909181644,BRD-K76882924,,10 uM
CPC012_NEU_24H:BRD-K76926998-001-01-2:10,-1.5016557662577177,BRD-K76926998,,10 uM
CPC012_NEU_24H:BRD-K77014406-001-03-8:10,-1.2377969634431514,BRD-K77014406,,10 uM
CPC012_NEU_24H:BRD-K78559095-001-01-1:10,-1.0233711141551771,BRD-K78559095,,10 uM
CPC012_NEU_24H:BRD-K78603557-001-01-8:10,0.5772687955705853,BRD-K78603557,,10 uM
CPC012_NEU_24H:BRD-K78701355-001-01-4:10,0.04392488602115799,BRD-K78701355,,10 uM
CPC012_NEU_24H:BRD-K79070828-001-01-2:10,-0.7091587201651974,TUL-XIX029,,10 uM
CPC012_NEU_24H:BRD-K79619196-001-01-0:10,-0.796289486816564,BRD-K79619196,,10 uM
CPC012_NEU_24H:BRD-K81313552-001-01-4:10,-1.095999546525198,BRD-K81313552,,10 uM
CPC012_NEU_24H:BRD-K81418486:10,-1.1848361962340062,vorinostat,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",10 uM
CPC012_NEU_24H:BRD-K81441552-001-01-3:10,-0.8154590425572841,BRD-K81441552,,10 uM
CPC012_NEU_24H:BRD-K81795824-001-01-4:10,-0.282755760583919,BRD-K81795824,,10 uM
CPC012_NEU_24H:BRD-K81813927-001-01-1:10,-0.9836545000858711,BRD-K81813927,,10 uM
CPC012_NEU_24H:BRD-K81925089-001-01-7:10,0.8569226825612414,RAN-30,,10 uM
CPC012_NEU_24H:BRD-K82837433-001-01-6:10,-0.6840725397943034,BRD-K82837433,,10 uM
CPC012_NEU_24H:BRD-K82857306-001-01-8:10,-0.2029134806907823,I-212148,,10 uM
CPC012_NEU_24H:BRD-K82971429-001-01-9:10,1.2590417432119476,BRD-K82971429,,10 uM
CPC012_NEU_24H:BRD-K83355732-001-01-6:10,-0.2834954991296828,BRD-K83355732,,10 uM
CPC012_NEU_24H:BRD-K83998179-001-01-3:10,-1.6488194289501217,BRD-K83998179,,10 uM
CPC012_NEU_24H:BRD-K84114569-001-01-4:10,-0.3719516916230052,BRD-K84114569,,10 uM
CPC012_NEU_24H:BRD-K84855052-001-01-6:10,-1.1917510379028184,BRD-K84855052,,10 uM
CPC012_NEU_24H:BRD-K85123403-001-01-4:10,-1.7884210670985508,BRD-K85123403,,10 uM
CPC012_NEU_24H:BRD-K86110682-001-01-2:10,0.02317215630741365,BRD-K86110682,,10 uM
CPC012_NEU_24H:BRD-K86269644-001-01-3:10,0.8888422397673025,BRD-K86269644,,10 uM
CPC012_NEU_24H:BRD-K86472598-001-02-7:10,0.3920581746108654,MD-II-051,,10 uM
CPC012_NEU_24H:BRD-K86693415-001-03-7:10,-0.5706956792835819,BRD-K86693415,,10 uM
CPC012_NEU_24H:BRD-K87432599-001-01-1:10,-0.6325458777263733,BRD-K87432599,,10 uM
CPC012_NEU_24H:BRD-K87573634-001-01-9:10,0.43203614266497775,propylpyrazole,ESR1,10 uM
CPC012_NEU_24H:BRD-K87909389-003-01-8:10,-0.2367673976455232,alvocidib,"CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM",10 uM
